NovelID,AuthorID,Sex,SexualOrientation,Author,Nationality,Born,PublicationYear,Age,Novel,Language,Original_Language,Filename,Segment,WordCount,AnalyticalThinking,Clout,Authentic,Tone,WordsPerSentence,SixLetters,Dictionary,FunctionWords,pronoun,PersonalPronouns,i,we,you,SheHe,they,ImpersonalPronouns,article,preposition,AuxiliaryVerb,adverb,conjunction,negation,verb,adjective,comparison,interrogative,number,quantifier,affect,PositiveEmotion,NegativeEmotion,anxiety,anger,sad,social,family,friend,female,male,CognitiveProcesses,insight,cause,discrepancies,tentative,certainty,differentiation,PerceptualProcesses,see,hear,feel,BiologicalProcesses,body,health,sexual,ingest,drives,affiliation,achievement,power,reward,risk,focuspast,focuspresent,focusfuture,relativity,motion,space,time,work,leisure,home,money,religion,death,informal,swear,netspeak,assent,nonfluencies,FillerWords,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostrophe,Parenthesis,OtherPunctuation
504,244,female,homosexual,Stella Duffy,British,1963,1996,33,Wavewalker,English,English,England_Female_S. Duffy_Wavewalker_1996.docx,1,70099,52.15,78.84,21.63,50.99,13.55,13.98,88.35,55.4,16.6,11.95,2.74,0.43,1.97,5.86,0.96,4.64,6.45,13.98,9.02,5.82,6.58,2.16,18.07,4.92,2.3,1.57,1.37,2.43,5.02,3.16,1.81,0.37,0.52,0.43,13.91,0.63,0.27,3.77,2.94,11.55,2.52,1.12,1.73,2.31,1.74,3.26,3.11,1.19,0.79,0.96,2.91,1.3,0.71,0.27,0.58,5.87,1.55,1.06,2.08,1.2,0.44,7.53,8.16,1.3,15.37,2.42,7.92,5.46,1.36,0.74,1.04,0.4,0.14,0.28,0.85,0.15,0.03,0.28,0.34,0.07,21.53,6.47,5.19,0,0.01,1.04,0.17,0.37,4.57,3.69,0.01,0.01
505,245,female,homosexual,Shamim Sarif,British,1969,2004,35,Despite the Falling Snow,English,English,England_Female_Sarif_Despite the Falling Snow_2004.docx,1,103413,47.67,88.17,6.35,43.86,12.5,15.23,89.72,58.44,19.32,14.24,1.8,0.32,1.31,9.84,0.97,5.06,6.63,13.69,8.32,5.37,6.88,1.75,17.26,4.16,1.93,1.5,0.78,1.77,4.84,2.87,1.88,0.55,0.43,0.45,16.87,0.56,0.13,5.28,5.28,11.06,2.82,1.16,1.29,2.52,1.45,3.09,4.83,1.97,1.23,1.33,3.09,1.62,0.52,0.06,0.8,5.32,1.34,0.99,1.98,0.87,0.53,3.23,12.13,1.2,15.25,2.4,7.79,5.59,1.3,0.71,0.68,0.28,0.11,0.15,0.38,0.03,0,0.15,0.16,0.05,22.36,7.26,7.61,0.01,0.16,0.85,0.03,0.31,4.6,1.51,0.01,0
506,245,female,homosexual,Shamim Sarif,British,1969,2008,39,I Can't Think Straight,English,English,England_Female_Sarif_I Can_t Think Straight_2008.docx,1,54744,70.16,86.48,5.24,49.24,14.51,17.17,85.84,53.8,15.76,11.06,1.08,0.19,1.04,8.04,0.72,4.7,7.28,14.57,7.45,4.34,5.83,1.55,15.96,4.3,1.98,1.33,0.91,1.45,5.48,3.32,2.06,0.58,0.36,0.57,15.23,1.13,0.17,7.31,1.84,10.71,2.62,1.19,1.78,1.97,1.47,2.79,4.8,1.76,1.34,1.33,3.18,1.57,0.51,0.12,0.92,5.52,1.61,1,1.87,0.84,0.53,8.47,5.07,0.77,14.59,2.1,7.97,5.04,1.11,0.88,0.82,0.44,0.2,0.11,0.28,0.02,0,0.09,0.13,0.03,21.2,6.16,7.29,0.02,0.12,0.74,0.1,0.39,2.19,4.04,0.17,0
507,245,female,homosexual,Shamim Sarif,British,1969,2001,32,The World Unseen,English,English,England_Female_Sarif_The World Unseen_2001.docx,1,85524,63.62,90.04,9.33,31.91,13.7,14.5,88.38,56.11,16.88,12.92,1.36,0.22,1.09,9.1,1.16,3.95,7.41,14.42,7.11,4.92,6.94,1.61,17.73,3.96,1.94,1.41,0.9,1.5,3.85,2.07,1.72,0.52,0.29,0.48,17.23,1.15,0.09,7.18,3.51,9.17,2.09,0.94,1.33,1.95,1.05,2.7,5.48,2.4,1.75,1.09,3.04,1.74,0.43,0.03,0.85,5.33,1.2,0.73,2.44,0.71,0.51,9.78,5.44,0.92,17.36,3.06,9,6.04,0.89,0.73,1.1,0.44,0.07,0.08,0.39,0.04,0.01,0.18,0.13,0.04,21.76,6.74,7.13,0.02,0.08,0.78,0.06,0.35,5,1.58,0.01,0
508,246,female,homosexual,Renée Vivien,British,1877,1904,27,A Woman Appeared to me,English,English,England_Female_Vivien_A Woman Appeared to me_1904.docx,1,30570,74.99,63.28,28.56,31.28,13.19,19.77,84.52,52.34,16.38,12.22,5.84,0.41,2.14,2.91,0.93,4.16,7.99,14.16,6.44,3.53,5.17,1.71,12.72,5.53,2.91,1.73,1.01,1.76,8.67,4.47,4.15,0.71,1.15,1.38,10.89,0.17,0.26,2.91,0.82,9.61,2.21,1.01,1.3,1.88,1.74,2.44,4.81,2.28,1.17,0.93,3.92,1.61,0.74,0.56,0.36,5.29,1.85,0.85,1.89,0.61,0.48,4.74,6.05,0.89,11.32,1.61,5.57,4.32,0.63,0.72,0.31,0.19,0.96,0.73,0.31,0.06,0.01,0.06,0.22,0,20.39,7.93,5.71,0.26,0.13,0.36,0.34,0.89,3.33,1.41,0.01,0.02
509,247,female,homosexual,Sylvia Townsend Warner,British,1893,1926,33,Lolly Willowes,English,English,England_Female_Warner_Lolly Willowes_1926.docx,1,52311,72.97,78.92,6.9,41.53,16.07,16.67,83.68,54.24,13.74,9.48,0.74,0.08,0.55,6.81,1.3,4.26,7.99,14.59,7.96,4.33,6.97,1.5,15.84,4.8,2.51,1.23,0.86,1.61,4.85,2.83,1.96,0.38,0.34,0.65,12.66,0.67,0.15,5.47,2.39,9.83,2.21,0.81,1.8,2.07,1.37,2.95,3.93,1.63,1.12,1,2.39,1.17,0.47,0.08,0.66,4.78,1.02,0.76,2.04,0.96,0.4,8.99,4.43,0.87,14.81,2.69,7.49,4.95,0.92,0.83,0.95,0.43,0.49,0.28,0.32,0.06,0.02,0.07,0.17,0,17.12,6.31,5.84,0.19,0.45,0.24,0.19,1.21,1.63,0.97,0.05,0.06
510,247,female,homosexual,Sylvia Townsend Warner,British,1893,1936,43,Summer Will Show,English,English,England_Female_Warner_Summer Will Show_1936.docx,1,113283,73.84,75.91,8.57,33.43,16.63,18.29,83.66,54.9,14.34,9.73,1.9,0.28,1,5.5,1.06,4.61,8.51,14.56,7.89,4.29,6.6,1.51,14.88,4.29,2.38,1.32,0.97,1.68,4.76,2.57,2.13,0.43,0.55,0.58,11.94,0.41,0.16,4.43,2.07,9.59,2.02,0.93,1.74,2.03,1.43,2.74,4.06,1.48,1.35,1,2.7,1.44,0.62,0.09,0.56,5.15,1,0.83,2.45,0.89,0.43,6.87,5.26,0.9,13.37,2.45,6.98,4.24,0.92,0.8,0.69,0.54,0.41,0.35,0.36,0.04,0.02,0.11,0.2,0,19.82,5.55,8.44,0.05,0.36,0.43,0.3,1.07,2.57,0.98,0.06,0
511,248,female,homosexual,Jeanette Winterson,British,1959,2004,45,Lighthousekeeping,English,English,England_Female_Winterson_Lighthousekeeping_2004.docx,1,35509,60.94,75.2,22.94,35.77,12.79,12.28,87.1,56.86,16.76,12.14,3.75,0.61,1.36,5.69,0.73,4.59,8.79,12.94,8.26,4.26,7.14,1.93,16.79,4.08,2.11,1.59,1.37,1.35,3.33,1.94,1.37,0.26,0.27,0.44,13.07,0.5,0.24,2.02,4.55,9.06,1.84,1.01,1.46,1.65,1.52,2.52,4.57,2.14,1.02,1.26,3.28,1.57,0.74,0.07,0.68,5.03,1.5,0.73,2.02,0.74,0.38,8.89,5.7,0.92,15.6,2.51,8.11,5.33,0.84,0.79,0.77,0.52,0.75,0.22,0.35,0.04,0.04,0.12,0.15,0.01,20.76,7.07,7.57,0.06,0.17,0.71,0.1,0.61,1.65,2.71,0.09,0.02
512,248,female,homosexual,Jeanette Winterson,British,1959,1985,26,Oranges Are Not the Only Fruit,English,English,England_Female_Winterson_Oranges Are Not the Only Fruit_1985.docx,1,51576,57.35,70.02,38.63,38.23,12.13,13.37,88.61,56.22,17.51,12.7,5.17,0.96,1.29,4.3,0.98,4.8,8.3,12.94,8.71,4.4,6.5,2.02,18.38,4.22,1.89,1.55,0.99,1.88,4.48,2.57,1.87,0.41,0.4,0.45,13.12,1.01,0.15,4.49,1.57,10.18,2.13,1.1,1.54,2.03,1.56,2.85,3.75,1.48,1.37,0.82,2.42,1.03,0.54,0.06,0.78,6.54,1.91,1.07,2.66,1.27,0.45,9.01,6.78,1.38,14.96,2.55,7.54,5.25,1.23,0.89,0.71,0.47,1.3,0.21,0.49,0.1,0.03,0.09,0.25,0.03,23.98,7.8,6.83,0.06,0.24,0.65,0.01,0.28,2.7,5.29,0.12,0
513,248,female,homosexual,Jeanette Winterson,British,1959,1989,30,Sexing the Cherry,English,English,England_Female_Winterson_Sexing the Cherry_1989.docx,1,45204,67.63,62.82,43.88,37.59,16.23,13.29,87.56,57.8,16.3,11.84,5.17,1.12,0.58,3.7,1.27,4.45,8.73,14.67,7.84,3.9,7.65,1.81,15.86,4.31,2.23,1.63,1.21,1.71,3.97,2.31,1.64,0.21,0.49,0.42,11.43,0.44,0.2,1.93,3.1,9.08,1.68,0.95,1.42,1.89,1.4,2.81,3.94,1.76,1.08,0.91,3.19,1.7,0.57,0.17,0.65,6.06,2.18,0.87,2.31,0.76,0.38,7.29,6.39,1.06,15.54,2.49,8.57,4.66,0.9,0.75,0.83,0.46,0.62,0.34,0.23,0.08,0,0.05,0.1,0,14.76,5.85,5.08,0.09,0.11,0.39,0.01,0.43,0.89,1.89,0.02,0
514,248,female,homosexual,Jeanette Winterson,British,1959,2012,53,The Daylight Gate,English,English,England_Female_Winterson_The Daylight Gate_2012.docx,1,33967,65.53,86.2,7.06,24.6,9.43,13,83.4,54.5,16.54,12.82,2.23,0.37,1.78,7.49,0.95,3.71,8.1,12.66,8.58,3.04,5.69,1.82,17.29,3.21,1.49,1.12,0.79,1.1,3.86,1.89,1.96,0.41,0.38,0.37,15.55,0.35,0.13,4.91,4.05,7.3,1.46,0.8,1.21,1.31,0.86,2.7,4.72,1.74,1.59,1.24,3.63,2.42,0.51,0.15,0.6,5.06,1.13,0.64,2.38,0.86,0.42,8.84,6.22,1.18,14.48,2.91,8.37,3.62,0.87,0.64,0.95,0.42,0.72,0.33,0.22,0.07,0.01,0.06,0.09,0,21.1,9.65,4.12,0.16,0.12,0.84,0.22,0.28,2.52,3.19,0,0.01
515,248,female,homosexual,Jeanette Winterson,British,1959,1987,28,The Passion,English,English,England_Female_Winterson_The Passion_1987.docx,1,50909,55.38,71.95,34.31,40.62,13.4,13.17,88.46,57.88,18.03,13.43,4.86,1.7,1.03,4.7,1.15,4.58,7.93,13.59,8.24,4.55,7.19,2.11,16.75,4.09,2.04,1.69,1.11,1.61,4.51,2.65,1.82,0.35,0.53,0.5,12.99,0.54,0.19,2.59,3.26,9.53,1.83,1.07,1.6,1.9,1.39,2.89,4.11,1.71,1.01,1.18,3.71,2.06,0.5,0.23,0.79,6.86,2.79,0.96,2.31,0.99,0.43,7.28,6.99,1.12,15.3,2.37,8.01,5.26,0.62,0.87,0.71,0.51,0.7,0.4,0.12,0.04,0,0.03,0.05,0,15.35,6.93,4.16,0.01,0.14,0.56,0,0.28,0.74,2.49,0.05,0
516,248,female,homosexual,Jeanette Winterson,British,1959,2007,48,The Stone Gods,English,English,England_Female_Winterson_The Stone Gods_2007.docx,1,65926,63.58,64.31,43.6,32.76,11.96,14.5,85.45,54.9,15.45,9.92,4.03,1.38,1.54,2.07,0.9,5.51,8.85,12.65,9.11,4.15,6.07,2.35,17.12,4.54,2.22,1.59,1.17,1.69,4.07,2.2,1.79,0.28,0.57,0.46,10.08,0.23,0.13,1.22,1.51,9.67,1.82,1.21,1.39,2.05,1.37,2.88,4.1,1.76,1.36,0.89,2.63,1.24,0.62,0.15,0.59,6.5,1.99,1.1,2.44,1.04,0.49,5.59,9.66,1.27,14.77,2.57,8.22,4.41,1.3,0.83,0.49,0.64,0.25,0.42,0.47,0.09,0.06,0.18,0.09,0.05,25.41,7.5,7.65,0.16,0.05,0.93,0.12,1.31,2.62,4.94,0.11,0.01
517,248,female,homosexual,Jeanette Winterson,British,1959,1992,33,Written on the Body,English,English,England_Female_Winterson_Written on the Body_1992.docx,1,50603,61.12,62.31,43.93,38.11,11.1,13.86,86.66,56.13,17.51,12.95,5.87,0.73,2.22,3.44,0.69,4.55,8.44,13.31,9.21,3.82,5.49,2.27,17.36,4.11,1.81,1.59,1.01,1.36,4.59,2.63,1.93,0.38,0.47,0.52,11.18,0.32,0.29,2.61,1.38,9.49,1.89,1.22,1.72,1.67,1.26,2.77,4.18,1.49,1.23,1.2,4.21,2.25,0.85,0.3,0.73,5.74,1.81,0.78,2.07,0.98,0.5,6.7,8.23,1.19,14.72,2.32,8.26,4.41,0.95,0.86,0.98,0.43,0.34,0.34,0.32,0.09,0.03,0.09,0.1,0.01,18.97,8.07,3.72,0.05,0.1,1.01,0.01,0.63,1.36,3.9,0.11,0
518,249,female,homosexual,Virginia Woolf,British,1882,1941,59,Between the Acts,English,English,England_Female_Woolf_Between the Acts_1941.docx,1,45619,81.13,83.22,8.3,35.82,10.14,15.94,79.51,50.39,13.72,9.85,1.48,0.73,0.66,5.66,1.31,3.86,10.27,12.33,6.42,3.52,5.71,1.36,14.06,3.36,1.48,1.56,0.98,1.29,3.83,2.18,1.6,0.22,0.42,0.6,13.38,0.53,0.2,4.22,3,6.96,1.32,0.87,1.07,1.52,1.14,2.19,5.23,2.17,1.86,1,2.93,1.67,0.33,0.1,0.79,5.37,1.72,0.62,2.4,0.71,0.38,7.53,4.73,0.86,14.42,2.38,7.81,4.4,0.87,1.1,0.9,0.29,0.44,0.2,0.59,0.11,0.3,0.07,0.13,0,32.48,11.56,8.16,0.27,1.69,1.03,0.71,2.58,3.89,1.89,0.69,0
519,249,female,homosexual,Virginia Woolf,British,1882,1922,40,Jacob's Room,English,English,England_Female_Woolf_Jacob_s Room_1922.docx,1,55423,86.17,77.3,16.18,28.14,15.81,17.06,80.38,49.84,11.01,7.12,0.63,0.29,0.55,4.65,1,3.88,9.38,14.24,5.79,4.29,6.63,1.17,13.8,4.48,1.91,1.52,1.29,1.48,3.82,1.96,1.82,0.34,0.38,0.68,10.92,0.37,0.13,2.75,3.2,7.99,1.39,0.72,1.17,2.13,1.5,2.42,5.27,2.48,1.66,1.04,2.86,1.62,0.44,0.1,0.71,4.4,0.9,0.59,2.15,0.77,0.33,6.5,5.02,0.83,16.46,2.54,9.42,4.78,1.06,1.02,0.94,0.37,0.34,0.16,0.46,0.06,0.01,0.14,0.27,0,25.04,6.89,8.31,0.05,1.43,0.49,0.3,2.82,3.15,1.2,0.35,0.05
520,249,female,homosexual,Virginia Woolf,British,1882,1925,43,Mrs Dalloway,English,English,England_Female_Woolf_Mrs Dalloway_1925.docx,1,64254,68.6,85.46,3.96,40.4,17.81,17.14,84.72,53.68,14.93,9.78,0.32,0.12,0.23,7.89,1.22,5.14,7.34,13.97,7.63,4.65,6.25,1.57,16.2,4.26,2,1.92,1.15,1.74,5.21,2.99,2.18,0.35,0.56,0.74,15,0.51,0.18,5.27,4.06,10.57,2.08,1.03,1.78,2.23,1.96,2.84,4.49,1.88,1.49,0.99,2.42,1.13,0.57,0.13,0.47,5.21,1.28,0.78,2.44,0.9,0.34,8.79,4.17,0.72,14.88,2.33,8.02,4.71,0.96,0.81,0.81,0.37,0.38,0.3,0.4,0.05,0.02,0.17,0.19,0,23.32,5.05,9.49,0.05,2.29,0.56,0.54,2.27,1.32,0.85,0.9,0
521,249,female,homosexual,Virginia Woolf,British,1882,1919,37,Night and Day,English,English,England_Female_Woolf_Night and Day_1919.docx,1,167694,67.11,83.64,7.21,41.65,18.52,18.65,86.22,55.61,16.92,11.8,1.62,0.36,1.07,7.7,1.06,5.1,7.14,15.19,7.29,4.21,6.48,1.73,15.53,4.29,2.22,1.87,1.09,2.12,4.92,2.85,1.98,0.47,0.41,0.57,15,0.59,0.13,4.96,3.51,12.29,3.13,1.21,1.89,2.94,1.75,3.26,4.16,1.76,1.45,0.82,1.82,0.9,0.38,0.09,0.35,4.76,1.29,0.86,1.64,0.92,0.5,7.55,5.6,0.84,13.82,1.92,7.72,4.34,1.08,0.64,0.79,0.29,0.21,0.1,0.4,0.02,0.01,0.18,0.22,0,21.72,5.19,8.29,0.09,0.63,0.58,0.17,1.51,3.48,1.73,0.03,0
522,249,female,homosexual,Virginia Woolf,British,1882,1928,46,Orlando: A Biography,English,English,England_Female_Woolf_Orlando - A Biography_1928.docx,1,79292,79.25,77.29,7.76,39.33,23.15,16.79,83.29,54.51,12.86,7.7,0.38,0.5,0.13,5.53,1.16,5.16,9.34,14.75,6.99,4.53,7.53,1.28,13.4,4.72,2.59,1.93,1.47,2.22,3.95,2.33,1.57,0.32,0.36,0.47,11.35,0.2,0.13,3.84,2.98,9.54,1.78,0.94,1.41,2.42,1.71,2.82,3.77,1.77,0.97,0.89,2.63,1.45,0.49,0.22,0.45,4.84,1.15,0.79,2.19,0.79,0.37,7.2,4.42,0.74,14.43,2.21,7.65,4.68,0.91,0.71,0.74,0.38,0.48,0.24,0.29,0.03,0.04,0.12,0.11,0,17.73,4.08,7.63,0.05,1.41,0.27,0.25,1.64,0.04,1.73,0.61,0.02
523,249,female,homosexual,Virginia Woolf,British,1882,1915,33,The Voyage Out,English,English,England_Female_Woolf_The Voyage Out_1915.docx,1,137494,68.38,80.83,15.3,41.34,16.7,16.16,86.01,54.58,15.42,10.46,1.61,0.37,1.01,5.74,1.74,4.94,7.71,14.47,7.58,4.57,6.84,1.57,16.52,4.82,2.33,1.85,1.27,2.01,4.8,2.8,1.94,0.38,0.38,0.59,13.72,0.47,0.12,3.96,2.79,10.88,2.51,1.04,1.53,2.53,1.63,3.17,4.79,2.14,1.65,0.92,2.39,1.26,0.58,0.08,0.45,4.86,1.26,0.72,1.89,0.92,0.44,8.06,6.06,0.81,14.83,2.21,8.12,4.72,0.89,0.76,0.66,0.25,0.23,0.14,0.43,0.03,0.04,0.15,0.23,0,23.17,5.89,7.51,0.07,0.66,0.58,0.31,1.9,3.97,1.9,0.05,0.33
524,249,female,homosexual,Virginia Woolf,British,1882,1931,49,The Waves,English,English,England_Female_Woolf_The Waves_1931.docx,1,78010,77.72,55.69,63.15,24.33,15.14,15.34,81.95,53.25,14.35,9.82,5.09,1.42,0.56,1.62,1.13,4.53,8.67,14.05,6.45,4,6.48,1.24,13.54,4.04,1.86,1.71,1,1.5,3.63,1.75,1.84,0.33,0.52,0.59,8.32,0.14,0.13,0.83,1.47,7.71,1.38,1,0.91,1.73,1.32,2.49,5.32,2.54,1.25,1.28,2.95,1.61,0.56,0.11,0.61,5.35,2.12,0.66,2.01,0.59,0.35,3.11,8.55,1.25,16.58,3.16,8.91,4.66,0.68,0.93,0.92,0.23,0.22,0.25,0.19,0.04,0.03,0.07,0.06,0,20.56,6.19,7.73,0.04,1.62,0.35,0.13,1.79,0.62,1.81,0.29,0
525,249,female,homosexual,Virginia Woolf,British,1882,1927,45,To the Lighthouse,English,English,England_Female_Woolf_To the Lighthouse_1927.docx,1,69945,59.09,85.44,2.6,34.48,19.83,15.31,86.12,56.59,17,10.97,0.23,0.13,0.23,8.75,1.63,6.02,7.1,13.96,7.78,4.75,7.28,1.52,16.91,3.84,2.05,1.9,1.24,1.9,4.28,2.36,1.86,0.34,0.45,0.57,14.96,0.44,0.1,5.26,4.35,11.67,2.51,1.07,2.34,2.67,1.97,2.97,5.22,2.35,1.5,1.16,2.17,1.16,0.43,0.08,0.45,4.34,0.85,0.71,2.02,0.73,0.4,9.08,4.26,0.91,14.68,2.35,7.95,4.57,0.87,0.71,0.66,0.38,0.18,0.19,0.38,0.05,0.02,0.16,0.16,0,20.44,5.11,9.29,0.11,1.35,0.56,0.16,1.49,1.06,0.63,0.67,0.03
526,250,female,homosexual,Emma Donoghue,Irish-Canadian,1969,2014,45,Frog Music,English,English,Ireland-Canada_Female_Donoghue_Frog Music_2014.docx,1,113400,76.38,80.19,9.78,20.85,11.51,16.51,81.01,51.17,14.75,10.05,1.11,0.26,1.22,6.7,0.76,4.69,8.25,14.43,6.93,4.42,5.1,1.91,14.77,3.84,2.08,1.67,1.27,1.84,3.82,1.73,2.05,0.38,0.64,0.48,13.36,0.38,0.22,4.98,2.8,9.67,1.86,1.1,1.57,2.49,1.45,2.88,3.97,1.46,1.27,1,3.69,2.51,0.59,0.37,0.53,4.78,0.83,0.64,2.33,0.89,0.43,2.95,9.54,1.09,15.66,2.3,9.15,4.58,0.8,0.67,0.83,0.64,0.14,0.31,0.79,0.46,0.03,0.09,0.24,0.01,26.86,7.58,6.72,0.21,0.22,1.37,0.19,0.53,5.55,4.37,0.11,0
527,250,female,homosexual,Emma Donoghue,Irish-Canadian,1969,2010,41,Room,English,English,Ireland-Canada_Female_Donoghue_Room_2010.docx,1,91723,35.63,62.91,67.31,36.03,9.77,9.34,89.79,55.87,20.01,14.84,7.15,1.32,1.6,4.08,0.68,5.16,6.69,11.79,9.59,5.62,6.15,2.75,20.1,3.94,1.9,1.53,1.44,2.15,3.62,2.09,1.51,0.27,0.31,0.4,13.83,1.96,0.13,4.43,1.88,10.23,1.74,1.15,1.18,2.16,1.47,3.48,5.78,1.91,2.28,1.3,3.78,2.37,0.58,0.04,0.84,5.91,1.75,0.64,2.25,1.16,0.39,2.65,14.9,1.39,16.58,3.05,9.31,4.63,0.64,0.87,1.04,0.2,0.19,0.2,0.96,0.07,0.11,0.4,0.38,0.04,34.11,9.13,6.61,0.03,0,1.51,0.08,0.31,9.84,6.38,0.02,0.2
528,250,female,homosexual,Emma Donoghue,Irish-Canadian,1969,2008,39,The Sealed Letter,English,English,Ireland-Canada_Female_Donoghue_The Sealed Letter_2008.docx,1,96074,73.3,81.82,13.76,31.76,12.49,17.66,82.86,52.05,15.72,11.05,2.53,0.39,1.75,5.8,0.59,4.66,7.96,14.28,7.41,4.18,4.9,1.82,15,3.96,2.17,1.42,1.26,1.96,4.84,2.57,2.22,0.53,0.51,0.6,14.26,0.82,0.32,4.68,2.71,10.58,2.41,1.06,1.58,2.55,1.76,2.91,3.81,1.26,1.4,0.98,2.51,1.6,0.5,0.08,0.32,5.6,1.62,0.71,2.38,0.79,0.52,3.19,9.72,1.15,13.99,1.98,7.63,4.66,1.33,0.52,0.78,0.33,0.37,0.1,0.51,0.06,0.02,0.14,0.33,0,27.99,7.36,7.56,0.29,0.45,1.13,0.22,0.5,6.53,3.59,0.29,0.06
529,250,female,homosexual,Emma Donoghue,Irish-Canadian,1969,2016,47,The Wonder,English,English,Ireland-Canada_Female_Donoghue_The Wonder_2016.docx,1,82968,77.82,79.7,10.62,28.18,10.41,15.89,82.74,51.3,13.44,9.04,1.32,0.3,1.31,5.44,0.68,4.4,8.94,13.84,7.72,4.3,5.11,1.98,15.94,3.96,2.05,1.37,1.24,1.79,3.94,2.03,1.88,0.44,0.36,0.52,12.88,0.64,0.1,5.34,1.53,10.21,2.01,1.09,1.72,2.59,1.54,2.84,4.28,1.54,1.39,1.1,3.82,2,0.87,0.04,0.95,5.56,1.05,0.62,2.93,0.84,0.45,7.5,5.57,1.01,14.5,2.12,8.16,4.59,0.91,0.44,0.87,0.27,1.02,0.25,0.77,0.04,0.41,0.11,0.26,0,27.58,8.45,6.37,0.24,0.34,1.57,0.12,0.3,6.62,3.5,0.07,0
530,251,female,homosexual,Ali Smith,Scottish,1962,2012,50,Artful,English,English,Scotland_Female_Smith_Artful_2012.docx,1,40090,74.02,70.15,45.93,41.22,20.2,15.55,85.41,55.28,14.99,8.68,3.18,0.86,1.96,2.08,0.6,6.3,9.2,14.89,7.6,5,6.52,1.48,15.83,3.96,2.3,2.09,1.49,2.08,3.59,2.21,1.35,0.2,0.33,0.39,10.1,0.2,0.12,1.11,1.54,10.17,2.06,1.3,1.12,2.49,1.6,2.94,4.16,1.81,1.47,0.66,2.1,1.06,0.47,0.12,0.34,5.31,1.54,1,1.96,0.78,0.37,5.59,7.61,0.99,15.42,1.95,8.53,5.14,1.56,1.41,0.52,0.47,0.29,0.39,0.43,0.04,0.1,0.12,0.17,0.02,18.43,4.53,7.53,0.41,0.3,0.48,0.1,0.59,0.55,3.21,0.53,0.19
531,251,female,homosexual,Ali Smith,Scottish,1962,2007,45,Girl Meets Boy,English,English,Scotland_Female_Smith_Girl Meets Boy_2007.docx,1,28926,51.58,74.11,51.49,49.65,10.95,12.01,88.63,56.5,18.47,12.3,5.45,1.48,1.42,2.8,1.15,6.16,7.81,12.89,8.81,5.25,6.28,1.84,18.7,4.38,2.24,1.9,1.22,2.19,3.69,2.48,1.19,0.19,0.35,0.25,14.11,0.74,0.17,2.76,1.76,10.71,1.84,1.46,1.28,2.15,2.11,3.19,5.29,1.67,2.79,0.72,2.35,1.1,0.3,0.2,0.72,6.64,2.64,0.78,2.17,1.08,0.29,6.32,10.21,1.17,14.83,2.18,8.64,4.33,1.16,0.96,0.57,0.4,0.31,0.21,0.82,0.07,0.18,0.26,0.38,0.03,22.21,7.97,7.46,0.07,0.09,0.96,0.24,0.69,0.02,3.42,1.28,0.03
532,251,female,homosexual,Ali Smith,Scottish,1962,2001,39,Hotel World,English,English,Scotland_Female_Smith_Hotel World_2001.docx,1,61160,70,73.07,37.13,30.55,14.99,12.88,89.32,57.01,16.52,10.19,2.53,0.28,1.19,5.07,1.13,6.29,8.88,14.84,8.51,4.9,5.33,1.62,17.22,4.05,2.18,1.59,1.33,1.81,3.19,1.73,1.45,0.27,0.46,0.39,12.14,0.24,0.11,5.18,1,10.07,1.73,1.09,1.6,2.73,1.4,3.05,4.7,1.86,1.52,1.13,3.31,1.91,0.51,0.22,0.69,4.72,0.66,0.75,2.42,0.89,0.3,6.61,8.06,1.14,18.38,2.58,11.07,5.24,1.02,1.15,1.29,1.04,0.13,0.26,0.67,0.26,0.06,0.15,0.19,0.04,16.24,6.19,4.99,0.14,0.42,0.5,0.02,0.65,0.02,2.31,0.44,0.56
533,251,female,homosexual,Ali Smith,Scottish,1962,2014,52,How to Be Both,English,English,Scotland_Female_Smith_How to Be Both_2014.docx,1,104533,63.48,76.01,37.03,46.08,16.18,12.04,88.24,56.94,17.02,10.93,3.53,0.46,1.48,4.41,1.04,6.07,8.85,14.04,7.98,5.02,6.95,1.61,17.4,4.14,2.46,1.93,1.24,2.14,3.17,2.12,1.02,0.17,0.23,0.28,13.45,0.84,0.13,3.45,2.55,9.9,1.83,1.3,1.08,2.47,1.45,3.13,5.74,2.47,2.41,0.84,2.37,1.61,0.31,0.08,0.34,4.8,1.07,0.77,2.19,0.88,0.25,6.02,8.85,1.26,16.01,2.06,9.3,4.99,1.04,0.92,0.7,0.37,0.38,0.25,0.49,0.06,0.07,0.16,0.21,0.04,16.54,5.32,5.29,1.19,0.02,0.79,0.11,0.36,0,2.8,0.61,0.05
