"NovelID","AuthorID","Sex","Author","Nationality","Novel","WordCount","WordsPerSentence","pronoun","i","we","you","SheHe","they","ImpersonalPronouns","AuxiliaryVerb","adverb","negation","verb","adjective"
508,246,"female","Renée Vivien","British","A Woman Appeared to me",30570,13.19,16.38,5.84,0.41,2.14,2.91,0.93,4.16,6.44,3.53,1.71,12.72,5.53
509,247,"female","Sylvia Townsend Warner","British","Lolly Willowes",52311,16.07,13.74,0.74,0.08,0.55,6.81,1.3,4.26,7.96,4.33,1.5,15.84,4.8
510,247,"female","Sylvia Townsend Warner","British","Summer Will Show",113283,16.63,14.34,1.9,0.28,1,5.5,1.06,4.61,7.89,4.29,1.51,14.88,4.29
511,248,"female","Jeanette Winterson","British","Lighthousekeeping",35509,12.79,16.76,3.75,0.61,1.36,5.69,0.73,4.59,8.26,4.26,1.93,16.79,4.08
512,248,"female","Jeanette Winterson","British","Oranges Are Not the Only Fruit",51576,12.13,17.51,5.17,0.96,1.29,4.3,0.98,4.8,8.71,4.4,2.02,18.38,4.22
513,248,"female","Jeanette Winterson","British","Sexing the Cherry",45204,16.23,16.3,5.17,1.12,0.58,3.7,1.27,4.45,7.84,3.9,1.81,15.86,4.31
514,248,"female","Jeanette Winterson","British","The Daylight Gate",33967,9.43,16.54,2.23,0.37,1.78,7.49,0.95,3.71,8.58,3.04,1.82,17.29,3.21
515,248,"female","Jeanette Winterson","British","The Passion",50909,13.4,18.03,4.86,1.7,1.03,4.7,1.15,4.58,8.24,4.55,2.11,16.75,4.09
516,248,"female","Jeanette Winterson","British","The Stone Gods",65926,11.96,15.45,4.03,1.38,1.54,2.07,0.9,5.51,9.11,4.15,2.35,17.12,4.54
517,248,"female","Jeanette Winterson","British","Written on the Body",50603,11.1,17.51,5.87,0.73,2.22,3.44,0.69,4.55,9.21,3.82,2.27,17.36,4.11
518,249,"female","Virginia Woolf","British","Between the Acts",45619,10.14,13.72,1.48,0.73,0.66,5.66,1.31,3.86,6.42,3.52,1.36,14.06,3.36
519,249,"female","Virginia Woolf","British","Jacob's Room",55423,15.81,11.01,0.63,0.29,0.55,4.65,1,3.88,5.79,4.29,1.17,13.8,4.48
520,249,"female","Virginia Woolf","British","Mrs Dalloway",64254,17.81,14.93,0.32,0.12,0.23,7.89,1.22,5.14,7.63,4.65,1.57,16.2,4.26
521,249,"female","Virginia Woolf","British","Night and Day",167694,18.52,16.92,1.62,0.36,1.07,7.7,1.06,5.1,7.29,4.21,1.73,15.53,4.29
522,249,"female","Virginia Woolf","British","Orlando: A Biography",79292,23.15,12.86,0.38,0.5,0.13,5.53,1.16,5.16,6.99,4.53,1.28,13.4,4.72
523,249,"female","Virginia Woolf","British","The Voyage Out",137494,16.7,15.42,1.61,0.37,1.01,5.74,1.74,4.94,7.58,4.57,1.57,16.52,4.82
524,249,"female","Virginia Woolf","British","The Waves",78010,15.14,14.35,5.09,1.42,0.56,1.62,1.13,4.53,6.45,4,1.24,13.54,4.04
525,249,"female","Virginia Woolf","British","To the Lighthouse",69945,19.83,17,0.23,0.13,0.23,8.75,1.63,6.02,7.78,4.75,1.52,16.91,3.84
526,250,"female","Emma Donoghue","Irish-Canadian","Frog Music",113400,11.51,14.75,1.11,0.26,1.22,6.7,0.76,4.69,6.93,4.42,1.91,14.77,3.84
527,250,"female","Emma Donoghue","Irish-Canadian","Room",91723,9.77,20.01,7.15,1.32,1.6,4.08,0.68,5.16,9.59,5.62,2.75,20.1,3.94
528,250,"female","Emma Donoghue","Irish-Canadian","The Sealed Letter",96074,12.49,15.72,2.53,0.39,1.75,5.8,0.59,4.66,7.41,4.18,1.82,15,3.96
529,250,"female","Emma Donoghue","Irish-Canadian","The Wonder",82968,10.41,13.44,1.32,0.3,1.31,5.44,0.68,4.4,7.72,4.3,1.98,15.94,3.96
530,251,"female","Ali Smith","Scottish","Artful",40090,20.2,14.99,3.18,0.86,1.96,2.08,0.6,6.3,7.6,5,1.48,15.83,3.96
531,251,"female","Ali Smith","Scottish","Girl Meets Boy",28926,10.95,18.47,5.45,1.48,1.42,2.8,1.15,6.16,8.81,5.25,1.84,18.7,4.38
532,251,"female","Ali Smith","Scottish","Hotel World",61160,14.99,16.52,2.53,0.28,1.19,5.07,1.13,6.29,8.51,4.9,1.62,17.22,4.05
533,251,"female","Ali Smith","Scottish","How to Be Both",104533,16.18,17.02,3.53,0.46,1.48,4.41,1.04,6.07,7.98,5.02,1.61,17.4,4.14
534,251,"female","Ali Smith","Scottish","The Accidental",86512,11.4,15.59,0.97,0.18,0.99,6.18,1.17,6.07,8.42,5.15,1.68,17.2,4.28
535,251,"female","Ali Smith","Scottish","There But For The",78904,12.98,15.8,1.58,0.45,1.43,5.09,0.99,6.22,8.96,5.48,1.76,18.88,3.58
536,251,"female","Ali Smith","Scottish","Winter",68471,12.02,16.67,1.99,0.49,1.51,5.41,1.08,6.16,8.12,5.35,1.84,17.69,3.98
537,252,"female","Selma Lagerlöf","Swedish","Jerusalem",78132,15.87,15.85,1.85,0.48,1.11,5.78,1.4,5.23,8.85,4.9,1.76,18.52,4.36
538,252,"female","Selma Lagerlöf","Swedish","The Story of Gösta Berling",129441,14.54,16.05,1.4,0.34,1.33,6.9,1.48,4.61,8.54,4.12,1.97,16.59,4.35
539,253,"female","Laura Antoniou","American","The Killer Wore Leather",121680,12.39,15.4,2.12,0.59,1.65,5.03,1.17,4.82,7.56,4.79,1.67,16.28,4.16
540,254,"female","Ellis Avery","American","The Teahouse Fire",151131,14.61,15.53,5.07,0.63,0.94,4.67,0.81,3.41,5.93,4.01,1.35,14.9,4.84
541,255,"female","Lucy Jane Bledsoe","American","A Thin Bright Line",114813,10.08,16.1,2.63,0.43,1.88,5.96,1.04,4.15,7.88,4.7,1.95,17.2,4.35
542,256,"female","Blanche McCrary Boyd","American","Tomb of the Unknown Racist",85059,12.5,18.19,5.96,0.85,2.01,3.98,0.76,4.61,9.25,4.86,1.97,18.72,4.03
543,257,"female","Rita Mae Brown","American","In Her Day",51816,10.33,17.59,3.98,1.31,2.48,3.62,0.97,5.2,8.84,4.61,2.31,18.23,4.56
544,257,"female","Rita Mae Brown","American","Rubyfruit Jungle",62287,11.29,19.43,6.28,1.13,2.85,3.5,0.65,5.01,9.2,4.73,2.51,19.31,4.35
545,258,"female","Jessie Chandler","American","Bingo Barge Murder",61466,11.28,15.5,5.46,1.38,1.12,3.55,0.44,3.54,6.21,3.56,1.32,14.74,4.11
546,258,"female","Jessie Chandler","American","Chip Off the Old Ice Block",81181,10.89,16.1,5.87,0.94,1.13,3.65,0.37,4.13,7.33,4.26,1.66,15.82,3.94
547,258,"female","Jessie Chandler","American","Hide and Snake Murder",70822,10.43,15.34,5.43,1.31,1.25,3.37,0.52,3.42,6.45,3.62,1.36,14.95,4.2
548,258,"female","Jessie Chandler","American","Pickle in the Middle Murder",68034,10.78,16.14,5.67,0.91,1.04,3.85,0.47,4.17,7.14,4.57,1.42,15.35,4.23
549,259,"female","Florence Converse","American","Long Will",89629,13.98,14.44,2.66,0.44,1.56,5.25,1.3,3.23,6.56,3.78,1.63,14.35,3.35
550,259,"female","Florence Converse","American","The Story of Wellesley",60432,26.85,8.59,0.66,0.63,0.16,2.3,0.82,4.02,6.17,2.58,0.96,10.81,4.53
551,260,"female","Katherine V. Forrest","American","Amateur City",60126,10.83,15.11,2.67,0.47,1.81,5.49,0.53,4.12,7.29,4.03,1.7,15.61,4.01
552,260,"female","Katherine V. Forrest","American","Apparition Alley",71715,11.94,16.57,2.8,0.42,2.68,5.23,0.58,4.85,7.93,3.92,1.81,16.26,3.76
553,260,"female","Katherine V. Forrest","American","Curious Wine",50376,9.61,18.46,3.86,0.59,2.95,6.3,0.62,4.14,7.66,4.7,1.74,17.91,4.22
554,260,"female","Katherine V. Forrest","American","Hancock Park",64693,11.84,16.27,2,0.71,2.04,5.92,0.76,4.82,8.55,4.32,1.99,16.94,3.86
555,260,"female","Katherine V. Forrest","American","High Desert",76757,12.45,16.26,2.27,0.38,1.84,6.98,0.51,4.26,7.63,4.53,1.65,16.04,4
556,260,"female","Katherine V. Forrest","American","Liberty Square",58055,13.03,15.18,1.96,0.74,1.62,5.49,0.86,4.5,7.39,4.33,1.63,16.14,3.89
557,260,"female","Katherine V. Forrest","American","Murder At The Nightwood Bar",59501,13.06,15.65,2.19,0.75,1.63,6.17,0.7,4.19,7.16,4.38,1.58,15.69,3.75
558,260,"female","Katherine V. Forrest","American","Murder By Tradition",59829,10.94,15.36,1.89,0.62,2.04,6.08,0.43,4.29,6.97,3.8,1.51,15.57,3.59
559,260,"female","Katherine V. Forrest","American","Sleeping Bones",71292,12.29,15.72,2.19,0.82,1.82,5.62,0.6,4.65,7.1,3.95,1.62,15.22,3.75
560,260,"female","Katherine V. Forrest","American","The Beverly Malibu",62340,11.55,15.26,2.01,0.79,1.53,6.28,0.51,4.13,6.89,3.93,1.52,14.98,3.86
561,261,"female","Judith Frank","American","All I Love and Know",147382,14.69,16.57,1.23,0.28,1.02,7.99,1.54,4.5,7.27,4.22,1.4,17.38,3.82
562,262,"female","Ellen Galford","American","The Fires of Bride",86266,12.77,13.6,2.41,0.52,2.25,3.19,0.99,4.24,7.18,4.5,1.76,13.9,4.53
563,263,"female","Jewelle Gomez","American","The Gilda Stories",100217,13.78,15.54,1.52,0.47,1.15,7.25,1.2,3.92,7.03,4.49,1.54,16.13,4.62
564,264,"female","Ellen Hart","American","Night Vision",95302,8.89,19.22,3.24,0.48,2.34,7.58,0.62,4.93,9.42,4.84,2.18,19.89,4.03
565,264,"female","Ellen Hart","American","Sweet Poison",89732,9.29,18.92,3.48,0.51,2.47,6.9,0.53,5.02,9.29,5.04,2.16,19.78,3.98
566,265,"female","Patricia Highsmith","American","Ripley Under Ground",92588,10.3,13.75,2.02,0.27,1.24,4.97,0.67,4.53,8.92,4.6,2.1,18.68,3.47
567,265,"female","Patricia Highsmith","American","Ripley's Game",90519,11.21,13.16,1.6,0.25,1.3,4.87,0.65,4.47,8.94,4.38,1.97,18.48,3.72
568,265,"female","Patricia Highsmith","American","Strangers on a Train",91337,11.25,16.89,1.4,0.16,1.3,8.87,0.61,4.55,8.33,4.79,2.13,18.18,4.11
569,265,"female","Patricia Highsmith","American","The Price of Salt",90206,11.06,16.07,1.94,0.24,1.77,6.48,0.82,4.77,8.22,4.93,2.21,18.83,4.12
570,265,"female","Patricia Highsmith","American","The Talented Mr. Ripley",94257,13.82,14.99,1.48,0.24,1.03,6.97,0.88,4.38,8.48,4.96,1.85,18.05,3.83
571,266,"female","Helen Rose Hull","American","Islanders",86204,10,16.95,2.06,0.19,1.88,8.57,0.68,3.57,7.4,3.87,1.82,16.73,4.67
572,267,"female","Karin Kallmaker","American","Above Temptation",82176,11.36,16.24,2.43,0.49,1.44,6.16,0.92,4.79,9.92,4.8,2.39,18.54,4.48
573,267,"female","Karin Kallmaker","American","Captain of Industry",91292,10.94,15.61,2.48,0.38,1.73,5.33,0.73,4.95,9.4,4.55,2.14,17.91,4.64
574,267,"female","Karin Kallmaker","American","Christabel",62516,11.38,17.98,3.45,0.44,1.33,7.68,0.77,4.3,9.23,4.53,2.35,18.58,4.53
575,267,"female","Karin Kallmaker","American","Comfort and Joy",14894,11.49,15.96,2.83,0.4,1.28,5.84,1.08,4.52,9.42,4.92,2.33,18.45,5.34
576,267,"female","Karin Kallmaker","American","Embrace in Motion",60674,11.35,16.47,3.35,0.53,1.68,5.74,0.73,4.43,9.23,4.84,2.09,19.23,4.22
577,267,"female","Karin Kallmaker","American","Finders Keepers",81454,10.89,16.76,3.32,0.37,2.2,5.4,0.63,4.83,9.41,4.99,2.43,18.66,4.71
578,267,"female","Karin Kallmaker","American","Just Like That",63718,10.8,16.96,3.26,0.53,2.04,5.38,0.78,4.96,10.09,5.03,2.59,19.46,4.42
579,267,"female","Karin Kallmaker","American","Love by the Numbers",95173,12.24,14.86,1.84,0.44,1.23,6.09,0.88,4.38,9.16,4.48,2.09,17.58,4.73
580,267,"female","Karin Kallmaker","American","Maybe Next Time",80233,9.83,17.37,2.36,0.24,1.65,7.11,0.75,5.25,10.01,5.36,2.86,19.8,4.06
581,267,"female","Karin Kallmaker","American","One Degree of Separation",62610,8.96,16.75,3.51,0.39,1.75,5.47,0.57,5.05,9.87,5,2.49,19.46,4.53
582,267,"female","Karin Kallmaker","American","Painted Moon",52772,10.16,17.01,2.67,0.22,1.68,7.68,0.67,4.07,9.02,4.66,2.14,18.72,4.09
583,267,"female","Karin Kallmaker","American","Paperback Romance",60201,11.82,15.38,2.61,0.22,1.5,6.51,0.58,3.93,8.77,4.68,1.99,18.09,4.47
584,267,"female","Karin Kallmaker","American","Stepping Stone",78596,12.62,15.88,2.12,0.45,1.5,6.22,0.8,4.78,9.43,5.11,2.23,18.27,4.38
585,267,"female","Karin Kallmaker","American","Touchwood",70306,10.48,16.37,3.42,0.36,1.96,5.88,0.79,3.95,8.73,4.78,2.17,18.78,4.14
586,267,"female","Karin Kallmaker","American","Unforgettable",71398,10.66,16.67,2.99,0.38,1.91,5.88,0.66,4.83,10,4.88,2.24,19.41,4.27
587,267,"female","Karin Kallmaker","American","Warming Trend",86961,11.14,15.92,2.48,0.41,1.66,5.4,0.9,5.06,9.76,5.08,2.34,18.91,4.71
588,267,"female","Karin Kallmaker","American","Wild Things",59187,11.22,19.51,7.96,0.56,1.45,4.64,0.49,4.4,9.44,4.59,2.36,19.25,4.15
589,268,"female","Audre Lorde","American","Zami: A New Spelling of My Name",105824,17.52,15,5.86,1.34,0.68,2.43,0.61,4.08,6.51,4.34,1.59,14.42,5.07
590,269,"female","B. K. Loren","American","Theft",77382,12.56,18.74,4.05,0.76,0.98,6.99,1.08,4.86,6.75,5.01,1.88,17.01,3.99
591,270,"female","Paula Martinac","American","The Ada Decades",54109,12.94,15.69,2.09,0.44,1.63,6.45,0.8,4.27,8.08,4.91,1.95,17.44,4.27
592,271,"female","Valerie Miner","American","All Good Women",167451,9.64,15.43,1.62,0.47,1.39,6.89,0.96,4.09,8.86,5.24,1.74,18.18,4.55
593,271,"female","Valerie Miner","American","Murder in the English Department",60427,10.93,13.41,1.42,0.32,1.2,5.67,0.74,4.03,8.2,4.73,1.69,16.74,4.91
594,272,"female","Vin Packer","American","5:45 to Surburbia",55041,12.13,18,2.89,0.52,1.9,6.36,0.81,5.52,8.87,5.16,2.28,18.97,4
595,272,"female","Vin Packer","American","Come Destroy Me",45431,9.6,19.86,2.25,0.16,1.54,10.33,0.49,5.08,9.44,4.89,2.45,20.53,4.43
596,272,"female","Vin Packer","American","Dark Don't Catch Me",66070,11.59,17.76,2.84,0.6,2.55,6.08,0.81,4.87,7.46,5.11,2.43,17.58,4.24
597,272,"female","Vin Packer","American","Spring Fire",53150,11.08,16.71,2.69,0.49,1.92,6.44,0.94,4.22,7.95,4.42,1.89,18.95,4.12
598,272,"female","Vin Packer","American","The Evil Friendship",47371,10.53,17.02,3,0.8,1.96,5.13,1.03,5.1,8.46,4.97,2.01,18,3.95
599,272,"female","Vin Packer","American","The Girl on the Best Seller",52935,11.7,18.16,2.36,0.3,1.84,7.46,0.66,5.52,9.66,5.66,2.22,19.23,3.79
600,273,"female","Nina Revoyr","American","The Age of Dreaming",110649,15.63,16.73,5.24,0.8,1.21,3.97,0.59,4.91,8.12,5.09,1.69,16.08,4.64
601,273,"female","Nina Revoyr","American","The Necessary Hunger",126750,15.13,18.12,5.6,1.57,1.12,3.98,0.92,4.91,8.01,5.38,1.81,17.85,4.6
602,273,"female","Nina Revoyr","American","Wingshooters",75184,16.44,17.34,4.78,0.66,0.72,5.11,1.16,4.9,8.17,5.32,1.88,17.79,4.31
603,274,"female","May Sarton","Belgian-American","A Reckoning",71307,12.38,16.65,3.09,0.52,1.73,5.25,0.54,5.49,10.31,5.98,2.11,20.16,4.42
604,274,"female","May Sarton","Belgian-American","A Shower of Summer Days",61190,15.42,15.78,1.31,0.36,1.06,6.7,0.93,5.4,9.01,5.53,2.07,18.53,5.71
605,274,"female","May Sarton","Belgian-American","As We Are Now",35799,13.23,18.06,6.96,0.65,0.83,2.96,0.93,5.72,10.17,6.01,2.12,19.16,4.48
606,274,"female","May Sarton","Belgian-American","Crucial Conversations",37998,11.59,17.86,3.04,0.57,2.04,5.7,0.64,5.85,10.68,5.57,2.52,19.9,4.46
607,274,"female","May Sarton","Belgian-American","Kinds of Love",128288,13.02,15.34,2.49,0.82,1.15,4.7,0.94,5.22,9.14,5.91,1.8,18.72,4.63
608,274,"female","May Sarton","Belgian-American","The Bridge of Years",116850,14.63,15.34,1.17,0.49,0.97,6.4,1.42,4.88,9.07,5.03,1.8,17.78,4.76
609,274,"female","May Sarton","Belgian-American","The Small Room",58170,13.16,15.38,2.37,0.64,1.72,4.38,0.75,5.5,9.46,4.83,1.94,18.28,4.43
610,275,"female","Sarah Schulman","American","After Delores",42350,11.58,18.9,5.79,0.51,1.78,4.28,0.94,5.58,8.93,5.67,1.91,19.05,4.3
611,275,"female","Sarah Schulman","American","Empathy",38742,9.42,16.56,3.44,0.47,2.05,3.65,1.07,5.86,9.56,5.57,2.18,19.02,4.38
612,275,"female","Sarah Schulman","American","Rat Bohemia",52893,11.01,16.82,5.1,1,1.35,2.88,1.11,5.35,8.37,5.65,1.72,17.75,4.28
613,275,"female","Sarah Schulman","American","The Mere Future",43697,10.5,16.17,2.79,0.72,0.85,4.19,1.41,6.21,9.39,5.11,1.91,17.28,4.91
614,276,"female","Sandra Scoppettone","American","Happy Endings Are All Alike",39264,8.06,20.77,3.24,0.41,2.4,7.52,0.98,6.21,10.9,5.6,2.85,22.53,3.8
615,277,"female","Melissa Scott","American","Fairs' Point",96156,12.48,14.78,1.92,0.49,1.28,5.14,0.99,4.95,8.26,4.17,2.06,17.66,4.11
616,277,"female","Melissa Scott","American","Ouroboros",91771,11.88,14.41,1.46,1.22,1.06,4.12,1.41,5.13,8.45,4.84,2.11,17.82,4.21
617,277,"female","Melissa Scott","American","Point of Sighs",110618,12.55,14.49,1.86,0.63,1.21,5.17,0.97,4.65,8.08,4.1,1.85,17.19,4.18
618,278,"female","Karin Slaughter","American","Broken",128465,9.47,16.44,1.75,0.25,1.41,8.11,0.68,4.22,10.03,4.54,2.01,19.73,3.71
619,278,"female","Karin Slaughter","American","Cop Town",120711,8.34,16.45,1.37,0.31,1.58,7.73,1.13,4.31,9.01,4.49,2.05,18.54,3.67
620,278,"female","Karin Slaughter","American","Criminal",135052,8.47,16.18,1.54,0.43,1.44,7.8,0.93,4.03,9.16,4.72,2.03,18.67,3.9
621,278,"female","Karin Slaughter","American","Faithless",133783,10.54,18.02,2,0.43,1.57,8.85,0.76,4.39,8.79,4.78,1.95,20.06,3.85
622,278,"female","Karin Slaughter","American","Fractured",126642,11.34,16.19,1.6,0.45,1.48,7.2,0.89,4.55,9.99,4.7,1.79,19.63,3.87
623,278,"female","Karin Slaughter","American","Indelible",118674,10.79,18.2,1.94,0.29,1.54,9.14,0.75,4.52,8.39,4.82,2.06,19.98,3.73
624,278,"female","Karin Slaughter","American","The Kept Woman",146462,8.95,16.09,1.49,0.35,1.35,7.87,0.65,4.38,9.74,4.33,1.96,19.39,3.41
625,278,"female","Karin Slaughter","American","Triptych",129727,11.11,17.49,1.54,0.16,1.54,9.24,0.76,4.23,9.25,4.62,1.89,19.78,3.64
626,279,"female","Gertrude Stein","American","Ida: A Novel",34533,14.93,19.6,1.57,0.18,0.85,8.46,2.07,6.45,11.95,7.19,3.81,23.68,3.57
627,279,"female","Gertrude Stein","American","The Making of Americans",519287,30.95,17.84,1.29,0.07,0.1,5.17,3.86,7.34,13.21,6.14,1.87,21.2,3.98
628,279,"female","Gertrude Stein","American","Three Lives",86044,21.11,17.84,2.31,0.1,2.1,6.77,1.01,5.55,9.79,8.21,2.96,19.56,4.71
629,280,"female","Gale Wilhelm","American","Torchlight to Valhalla",33127,12.79,19.75,2.51,0.28,1.84,10.71,0.67,3.7,6.09,4.5,1.9,18.9,3.65
630,281,"female","Andrea Goldsmith","Australian","The Memory Trap",100746,15.54,14.55,0.65,0.29,0.75,7.92,1.11,3.82,8.15,4.67,1.78,15.21,4.81
631,282,"female","Henry Handel Richardson","Australian","Australia Felix",156036,17.11,13.85,1.39,0.2,1.02,6.2,0.79,4.24,7.59,4.2,1.72,14.68,4.58
632,282,"female","Henry Handel Richardson","Australian","Maurice Guest",233602,16.87,17.67,1.71,0.15,1.54,8.37,0.78,5.12,8.36,4.57,2.1,16.71,4.68
633,282,"female","Henry Handel Richardson","Australian","The Getting of Wisdom",73384,17.88,14.42,1.21,0.13,1.44,5.94,0.96,4.75,8.04,4.52,1.89,15.89,4.94
634,282,"female","Henry Handel Richardson","Australian","The Way Home",111735,18.91,14.16,1.73,0.26,1.04,5.31,1.02,4.78,7.77,4.9,1.82,15.04,4.96
635,282,"female","Henry Handel Richardson","Australian","Ultima Thule",115423,17.57,15.38,1.24,0.19,0.97,7.02,1.07,4.88,8.12,5.19,2.02,16.26,4.68
636,284,"female","Mary MacLane","Canadian-American","I Await the Devil's Coming",46977,14.72,16.08,6.84,0.19,1.05,1.12,0.71,6.16,9,4.53,1.92,14.72,5.59
637,283,"female","Catherine Hernandez","Canadian","Scarborough",55897,10.46,17.05,5.4,0.97,1.36,4.53,0.9,3.88,6.64,3.92,1.3,15.51,3.81
638,285,"female","Aphra Behn","British","Oroonoko",29215,50.63,17.48,0.92,0.85,0.28,7.4,2.36,5.66,7.14,4.31,1.76,13.67,4.68
639,285,"female","Aphra Behn","British","The Fair Jilt",18754,47.96,16.86,0.66,0.11,0.31,9.62,0.91,5.25,6.59,4.24,1.62,12.93,4.71
640,285,"female","Aphra Behn","British","The History of the Nun: or, the Fair Vow-Breaker",22616,72.49,18.07,1.6,0.13,0.74,9.36,0.74,5.5,7.37,4.85,1.83,14.32,4.57
641,286,"female","Vita Sackville-West","British","All Passion Spent",55766,19.81,14.93,1.2,0.21,0.76,6.6,1.41,4.74,8.02,4.74,1.77,14.87,4.63
642,286,"female","Vita Sackville-West","British","Challenge",85719,16.62,15.68,1.99,0.32,1.72,7.02,1.21,3.43,6.37,3.54,1.45,13.37,4.4
643,286,"female","Vita Sackville-West","British","Family History",87845,13.77,18.18,2.12,0.23,1.76,7.97,1.13,4.95,9.19,5.08,2.31,17.77,4.57
644,286,"female","Vita Sackville-West","British","Passenger to Teheran",47136,30.41,10.5,1.87,1.14,0.21,1.63,1.3,4.33,6,4.07,1.41,11.54,5.19
645,286,"female","Vita Sackville-West","British","Seducers in Ecuador",14755,16.75,14.14,0.98,0.16,0.67,6.57,1.31,4.45,7.8,4.36,1.95,15.2,4.23
646,286,"female","Vita Sackville-West","British","The Heir",23273,18.57,13.05,0.81,0.25,0.62,5.84,1.15,4.39,6.96,3.98,1.53,14.07,4.3
647,287,"female","Elizabeth Bowen","Irish-British","A World of Love",55354,13.69,14.82,1.65,0.26,1.49,5.18,0.91,5.3,8.81,5.58,2.5,17.91,3.99
648,287,"female","Elizabeth Bowen","Irish-British","Friends and Relations",58236,12.96,14.76,1.92,0.5,1.31,5.92,1.26,3.83,9.5,5.17,2.63,18.32,4.23
649,287,"female","Elizabeth Bowen","Irish-British","The Death of the Heart",120521,13.96,17.12,3.15,0.59,2.1,5.29,1.02,4.95,9.52,5.52,2.57,19.99,4.07
650,287,"female","Elizabeth Bowen","Irish-British","The Heat of the Day",114576,15.49,17.47,2.73,0.49,2.06,5.16,0.83,6.16,10.55,5.52,2.77,19.71,4.18
651,287,"female","Elizabeth Bowen","Irish-British","The Hotel",77106,16.58,15.84,2.15,0.37,1.35,5.99,1.35,4.62,8.81,4.99,2.15,18.29,4.16
652,287,"female","Elizabeth Bowen","Irish-British","The Last September",80579,13.2,15.35,2.18,0.39,1.33,5.99,1.33,4.1,9.15,5.09,2.38,18.89,3.84
653,287,"female","Elizabeth Bowen","Irish-British","The Little Girls",83052,10.52,16.02,2.51,0.58,2.17,4.15,1.09,5.49,9.64,5.69,2.75,19.03,4.33
654,287,"female","Elizabeth Bowen","Irish-British","To the North",91512,15.38,15.12,1.98,0.4,1.38,6.3,1.03,4,8.54,4.82,2.41,17.82,4.67
655,288,"female","Iris Murdoch","Irish-British","A Word Child",150683,11.47,18.69,7.11,0.66,2.08,3.22,0.32,5.28,10.27,5.59,2.6,19.25,4.36
656,288,"female","Iris Murdoch","Irish-British","Bruno's Dream",93063,11.29,16.22,2.27,0.25,1.74,6.27,0.59,5.08,9.67,5.36,2.28,18.4,4.3
657,288,"female","Iris Murdoch","Irish-British","The Italian Girl",47764,11.2,18.15,6.64,0.62,1.74,4.12,0.36,4.65,9.09,5.19,1.98,17.48,4.47
658,288,"female","Iris Murdoch","Irish-British","The Sea, the Sea",200049,13.56,17.96,6.66,0.6,1.81,3.14,0.47,5.25,9.6,5.95,2.22,18.3,4.42
659,288,"female","Iris Murdoch","Irish-British","The Time of the Angels",79842,10.99,16.8,2.19,0.28,1.6,6.77,0.57,5.38,9.78,5.52,2.15,18.02,4.47
660,288,"female","Iris Murdoch","Irish-British","The Unicorn",92705,11.78,15.74,1.74,0.4,1.26,6.93,0.69,4.72,9.18,5.43,1.9,17.96,4.56
661,288,"female","Iris Murdoch","Irish-British","Under the Net",99776,13.3,17.28,6.67,0.8,1.01,2.35,0.54,5.9,8.39,4.91,1.64,17.54,4
662,289,"female","Kathy Acker","American","Blood and Guts in High School",39784,11.48,17.91,5.3,0.83,2.76,3.55,0.73,4.73,9.69,4.57,2.95,19.21,4.79
663,290,"female","Djuna Barnes","American","Nightwood",49998,21.12,15.58,2.23,0.5,1.06,5.63,0.86,5.28,7.35,3.8,1.6,15.65,4
664,291,"female","Cynthia Bond","American","Ruby",95874,12.43,14.55,0.67,0.14,0.79,8.21,1.2,3.52,5.53,3.82,1.4,14.56,4.52
665,292,"female","Jane Bowles","American","Two Serious Ladies",65285,12.84,17.84,3.52,0.43,2.4,5.71,1.07,4.69,9.18,5.45,2.15,20.46,4.2
666,293,"female","Elizabeth Gilbert","American","Stern Men",108918,10.5,15.27,1.69,0.25,1.59,5.87,1.01,4.86,8.66,4.47,2.13,17.69,4.06
667,293,"female","Elizabeth Gilbert","American","The Signature of All Things",190524,14.42,14.57,1.44,0.33,1.12,5.95,0.87,4.86,8.43,4.81,2.07,15.75,4.69
668,294,"female","Doris Grumbach","American","Chamber Music",56757,15.98,16.05,4.54,1.21,0.49,5.24,0.58,3.99,6.91,4.29,1.45,15,4.65
669,294,"female","Doris Grumbach","American","The Book of Knowledge",72546,13.42,15.37,1.57,0.27,0.73,6.87,1.87,4.04,7.13,3.93,1.58,15.87,4.55
670,294,"female","Doris Grumbach","American","The Ladies",56460,15.78,13.31,1.11,0.56,0.44,5.77,2.51,2.93,5.95,3.27,1.25,13.01,4.5
671,294,"female","Doris Grumbach","American","The Magicians Girl",64852,14.68,14.65,1.49,0.38,0.71,6.9,1.47,3.7,6.19,3.75,1.36,14.7,4.41
672,294,"female","Doris Grumbach","American","The Missing Person",75556,14.95,15.54,1.23,0.14,0.68,8.27,1.21,3.99,6.34,3.86,1.48,15.41,4.45
673,295,"female","Ann Herendeen","American","Pride/Prejudice",119955,13.01,16.14,2.7,0.44,2.21,5.59,0.55,4.64,8.65,4.76,2.31,16.57,4.98
674,296,"female","Carson McCullers","American","The Heart Is a Lonely Hunter",122637,11.6,15.13,1.44,0.4,0.93,7.36,1.15,3.84,7.3,4.69,1.53,16.45,4.34
675,296,"female","Carson McCullers","American","The Member of the Wedding",57875,12.91,14.4,1.71,0.23,1.27,5.97,1.03,4.17,7.49,5.08,1.65,17.11,4.38
676,297,"female","Anaïs Nin","American","A Spy In the House of Love",34511,18.97,15.64,1.47,0.21,1.13,7.62,0.78,4.43,6.85,3.68,1.71,14.15,4.23
